brand,confidence,source,freq,sg_entities,foreign_branch,sample_entities
Hatch,medium,entity_results,2.0,26,0,HATCH PTE. LTD. | HATCH BLUE (SINGAPORE) PTE. LTD. | THE HATCH COLLECTIVE PTE. LTD.
Kirin,medium,entity_results,1.0,26,0,KIRIN HOLDINGS SINGAPORE PTE. LTD. | ASTRA KIRIN PTE. LTD. | KIRIN INTERNATIONAL PROPERTY CONSULTANCY PTE. LTD.
Stonepeak,medium,entity_results,3.0,25,0,STONEPEAK ASIA FUND (SG) UPPER HOLDINGS PTE. LIMITED | STONEPEAK GP ASIA FUND (SINGAPORE) PTE. LIMITED | STONEPEAK ALPHABET HOLDINGS PTE. LIMITED
Medica,medium,entity_results,1.0,24,0,RESTORE MEDICA PTE. LTD. | SCI-HERBAL MEDICA PTE. LTD. | CYTOSYNTH MEDICA PTE. LTD.
Magna,medium,entity_results,1.0,22,0,16PSYCHE MAGNA LLP | MAGNA LAW LLC | MAGNA EXPORT & TRADING PTE. LTD.
Firefly,medium,entity_results,1.0,22,0,FIREFLY AVIATION SERVICES  PTE. LTD. | FIREFLY LIVE PTE. LTD. | FIREFLY ENTERTAINMENT PTE. LTD.
Berjaya,medium,entity_results,1.0,21,0,BERJAYA KYOTO DEVELOPMENT (S) PTE. LTD. | BERJAYA TIMES PROPERTY PTE. LTD. | BERJAYA YOKOHAMA INVESTMENT PTE. LTD.
APG,medium,entity_results,1.0,20,0,APG VENTURES PTE. LTD. | APG CORPORATE PTE. LTD. | APG PAY SINGAPORE PTE. LTD.
Aberdeen,medium,entity_results,1.0,20,0,ABERDEEN CORPORATE SERVICES PTE. LTD. | ABERDEEN GLOBAL PTE. LTD. | ABERDEEN SERVICES SOUTHEAST ASIA PTE. LTD.
Boustead,medium,entity_results,1.0,19,0,BOUSTEAD PROPERTY SERVICES PTE. LTD. | BOUSTEAD APEX PTE. LTD. | BOUSTEAD TRUSTEES PTE. LTD.
SGS,medium,entity_results,1.0,19,0,SGS GALAXY ENGG PTE. LTD. | SGS TECHO PTE. LTD. | SGS INSPECTION & ENGINEERING SERVICES SINGAPORE PTE. LTD.
CBRE,medium,entity_results,1.0,19,0,CBRE AVP 7 SC1 GP PTE. LTD. | CBRE JL ONE CV GP PTE. LTD. | CBRE AVP 7 SCLP PTE. LTD.
TCL,medium,entity_results,2.0,19,0,TCL CORPORATE MANAGEMENT PTE. LTD. | TCL INDUSTRIES PTE. LTD. | TCL BIZHUB PTE. LTD.
Clarion,medium,entity_results,1.0,19,0,CLARION CREATIVES PTE. LTD. | CLARION CLASS 10 VENTURES LP | CLARION FINANCE PTE. LTD.
EdgeConneX,medium,entity_results,3.0,18,0,EDGECONNEX MCN ASIA 10 PTE. LTD. | EDGECONNEX MCN ASIA 13 PTE. LTD. | EDGECONNEX ASIA IV PTE. LTD.
April,medium,entity_results,1.0,18,0,APRIL INTERNATIONAL ENTERPRISE PTE. LTD. | APRIL PEARL PTE. LTD. | APRIL TWENTY TWO PTE. LTD.
GSC,medium,entity_results,1.0,18,0,GSC PERFECT LIVING PTE. LTD. | GSC ENERGY AND SHIPPING PTE. LTD. | GSC CONNECTORS PTE. LTD.
Garena,medium,entity_results,3.0,18,0,GARENA VIETNAM PRIVATE LIMITED | GARENA VENTURES HOLDING I PRIVATE LIMITED | GARENA MOBILE PRIVATE LIMITED
Kaya,medium,entity_results,1.0,17,0,TANSEL KAYA PTE. LTD. | KAYA SPREAD INTERNATIONAL PTE. LTD. | KAYA INDUSTRIES PTE. LTD.
Lime,medium,entity_results,1.0,17,0,OMAN LIME PTE. LTD. | PACIFIC LIME AND CEMENT LIMITED | LIME ESTATES PTE. LTD.
Hafnia,medium,entity_results,1.0,17,0,HAFNIA CHEM SHIPHOLDING PTE. LTD. | HAFNIA CHEMICAL TANKERS PTE. LTD. | HAFNIA POOLS PTE. LTD.
NYK,medium,entity_results,1.0,16,0,NYK BULKSHIP (ASIA) PTE. LTD. | NYK BUSINESS SYSTEMS SOUTH ASIA PTE. LTD. | NYK AUTOMOBILE & LEASING PTE. LTD.
Tesla,medium,entity_results,1.0,16,0,BAR TESLA PTE. LTD. | AGENCE TESLA PTE. LTD. | TESLA GREEN PTE. LTD.
Singha,medium,entity_results,2.0,16,0,SINGHA ASIA ONE PTE. LTD. | SINGHA SINGAPORE PTE. LTD. | SINGHA ASIA HORIZON PTE. LTD.
Kao,medium,entity_results,1.0,16,0,KAO SINGAPORE PRIVATE LIMITED | KAO KUANG TRADING PTE. LTD. | KAO LEE INVESTMENT (I) PTE. LTD.
Navis,medium,entity_results,1.0,16,0,NAVIS MARINE & OFFSHORE PTE. LTD. | NAVIS ASIA CREDIT FUND G.P. PTE. LTD. | NAVIS SHIP SERVICES PTE. LTD.
PGIM,medium,entity_results,1.0,16,0,PGIM NPS GDCF SUB-FUND LP | PGIM AC CO-INVEST GP PTE. LTD. | PGIM GDCF SUB-FUND 1 LP
Marathon,medium,entity_results,1.0,15,0,MARATHON MARINE & INDUSTRIAL S UPPLY PTE LTD | MARATHON DIGITAL PTE. LTD. | MARATHON PETROLEUM PTE. LTD.
GCL,medium,entity_results,3.0,15,0,GCL SYSTEM INTEGRATION TECHNOLOGY PTE. LTD. | GCL NATURAL GAS (SINGAPORE) PTE. LTD. | GCL POWER PTE. LTD.
ADM,medium,entity_results,1.0,15,0,ADM CAPITAL INVESTMENTS PTE. LIMITED | ADM INVESTMENT SINGAPORE HOLDING II PTE. LTD. | ADM CAPITAL SINGAPORE PTE. LTD.
ADP,medium,entity_results,1.0,14,0,ADP SINGAPORE PTE. LTD. | ADP LOGISTICS (S) PTE. LTD. | COMFORT ENERSAVE (ADP) PTE. LTD.
EMC,medium,entity_results,1.0,14,0,EMC INTERNATIONAL PTE. LTD. | ECOPIA EMC PTE. LTD. | SYNERGY LIGHTING EMC PTE. LTD.
Velox,medium,entity_results,1.0,14,0,VELOX PAY SOUTH-EAST ASIA HOLDINGS PTE. LTD. | VELOX TECHNOLOGY HOLDINGS PTE. LTD. | VELOX PTE. LTD.
HKS,medium,entity_results,1.0,14,0,HKS HOLDINGS PTE LTD | HKS ENGINEERING & CONSTRUCTION PTE. LTD. | HKS ASIA PACIFIC DESIGN CONSULTING PTE. LTD.
ANA,medium,entity_results,1.0,14,0,ANA PLASTICS PTE. LTD. | ANA CARGO EXPRESS SINGAPORE PTE. LTD. | ANA INTERIOR DESIGN PTE. LTD.
Yanlord,medium,entity_results,1.0,14,0,YANLORD PROPERTY INVESTMENTS PTE. LTD. | YANLORD INVESTMENT (SINGAPORE) PTE. LTD. | YANLORD INDUSTRIES PTE. LTD.
SPX,medium,entity_results,1.0,14,0,SPX GLOBAL PTE. LTD. | SPX FLOW TECHNOLOGY SINGAPORE PTE. LTD. | SPX GLOBAL SOLUTIONS PTE. LTD.
Trek,medium,entity_results,1.0,14,0,TREK TREND PTE. LTD. | WORLD TREK TESTING & INSPECTIONS PTE. LTD. | INNOVATIVE TREK TECHNOLOGY PTE LTD
Xinhua,medium,entity_results,1.0,14,0,XINHUA INTERNATIONAL EDUCATION PTE. LTD. | XINHUA INTERNATIONAL CAPITAL MANAGEMENT PTE. LTD. | XINHUA GLOBAL RESOURCES PTE. LTD.
Qingjian,medium,entity_results,1.0,14,0,QINGJIAN REALTY (MARYMOUNT) PTE. LTD. | QINGJIAN REALTY (SF) HOLDING PTE. LTD. | QINGJIAN REALTY (CHANGI) HOLDING PTE. LTD.
Investcorp,medium,entity_results,1.0,14,0,INVESTCORP PAN ASIA FUND II GP PTE. LTD. | SK INVESTCORP PTE. LTD. | INVESTCORP PAN ASIA-IA FUND II LP
Goodrich,medium,entity_results,1.0,14,0,GOODRICH FOODS PTE. LTD. | GOODRICH INVESTMENT HOLDINGS PTE. LTD. | GOODRICH INTERNATIONAL PTE. LTD.
Ardmore,medium,entity_results,1.0,13,0,DOCTOR ANYWHERE ARDMORE PTE. LTD. | ARDMORE VENTURES PTE. LTD. | ARDMORE INVEST PTE. LTD.
BYD,medium,entity_results,1.0,13,0,BYD BY 1826 (ZHONGSHAN PARK)  PTE. LTD. | BYD (SINGAPORE) PTE. LTD. | BYD ELECTRONICS SINGAPORE PTE. LTD.
Vitol,medium,entity_results,1.0,13,0,VITOL APAC ENERGY PTE. LTD. | VITOL APAC CAPITAL PTE. LTD. | VITOL OVERSEAS TRADING PTE. LTD.
Mercuria,medium,entity_results,1.0,13,0,MERCURIA ENERGY ASIA INVESTMENTS PTE. LTD. | MERCURIA ENERGY ASSET MANAGEMENT PTE. LTD. | MERCURIA DRY BULK PTE. LTD.
Polestar,medium,entity_results,1.0,13,0,POLESTAR AND SDM INTERNATIONAL PTE. LTD. | POLE-STAR VENTURES PTE. LTD. | POLE-STAR ADVISORY PTE. LTD.
CTI,medium,entity_results,1.0,13,0,CTI BIOTECHNOLOGY PTE. LTD. | CTI INDUSTRIAL PTE. LTD. | CTI CAFE PTE. LTD.
COSCO,medium,entity_results,1.0,13,0,COSCO PETROLEUM PTE. LTD. | COSCO SHIPPING SPECIALIZED CARRIERS (SOUTHEAST ASIA) PTE. LTD. | COSCO SHIPPING BULK (SOUTHEAST ASIA) PTE. LTD.
Cargill,medium,entity_results,2.0,13,0,CARGILL BIOINDUSTRIAL SINGAPORE PTE. LTD. | CARGILL ASIA PACIFIC HOLDINGS PTE. LTD. | CARGILL PTE. LTD.
DBS,medium,entity_results,1.0,12,0,DBS VICKERS SECURITIES (SINGAPORE) PTE LTD | DBS FOUNDATION LTD. | DBS NOMINEES (PRIVATE) LIMITED
MISC,medium,entity_results,1.0,12,0,MISC GROUP PTE. LTD. | MISC MARINE (SINGAPORE) PTE. LTD. | MISC SHIPMANAGEMENT VENTURES (S) PTE. LTD.
IFS,medium,entity_results,1.0,12,0,IFS CAPITAL ASSETS PRIVATE LIMITED | IFS SOFTWARE PTE. LTD. | IFS VENTURES PRIVATE LIMITED
Portcullis,medium,entity_results,2.0,12,0,PORTCULLIS FAMILY OFFICE PTE. LTD. | PORTCULLIS INVESTMENT OFFICE PRIVATE LIMITED | PORTCULLIS (SG) PTE. LTD.
Horwath,medium,entity_results,1.0,12,0,CROWE HORWATH FIRST TRUST ADVISORY PTE. LTD. | CROWE HORWATH FIRST TRUST LLP | CROWE HORWATH FIRST TRUST TAX PTE. LTD.
Regus,medium,entity_results,1.0,12,0,REGUS SINGAPORE RAFFLES PLACE PTE. LTD. | REGUS SINGAPORE ASIA SQUARE PTE. LTD. | REGUS NAC PTE. LTD.
Jingdong,medium,entity_results,1.0,12,0,JINGDONG HEALTH PTE. LTD. | JINGDONG EXPRESS INVESTMENT (SINGAPORE) PTE. LTD. | JINGDONG INVESTMENT AND LOGISTICS HOLDING PTE. LTD.
GIA,medium,entity_results,1.0,12,0,GENERATIVE INTELLIGENT ASSEMBLY GIA PTE. LTD. | GIA TECHNOLOGY PTE. LTD. | GIA VENTURES PTE. LTD.
VSL,medium,entity_results,1.0,11,0,VSL INVESTMENTS PTE. LTD. | VSL OILCHEM (ASIA PACIFIC) PTE. LTD. | VSL RESOURCES PTE. LTD.
Blanco,medium,entity_results,1.0,11,0,BLANCO SINGAPORE PTE. LTD. | BLANCO COURT FISH SOUP PTE. LTD. | BLANCO COURT PRAWN NOODLE PTE. LTD.
Mercer,medium,entity_results,3.0,11,0,PRIVATE CLIENT SERVICES BY MERCER HOLDINGS PTE. LTD. | CITADINES MERCER PTE. LTD. | CITADINES MERCER (HONG KONG) PTE. LTD.
Bounce,medium,entity_results,1.0,11,0,BOUNCE GYM PTE. LTD. | LEAPS AND BOUNCE PTE. LTD. | BOUNCE FACTORY PTE. LTD.
CNGR,medium,entity_results,1.0,11,0,CNGR FELICITY CREATION PTE. LTD. | SINGAPORE CNGR ZHONGHE NEW ENERGY PTE. LTD. | CNGR VISTA CREATION PTE. LTD.
ECCO,medium,entity_results,1.0,11,0,"ECCO PROPERTIES PTE. LTD. | ECCO ASIA PACIFIC (SINGAPORE) PTE. LTD. | ECCO CLUB ""BOCA DE TOMATES"" - PUERTO VALLARTA PTE. LTD."
MGI,medium,entity_results,1.0,11,0,MGI SINGAPORE PAC | MGI MANAGEMENT CONSULTANTS PTE. LTD. | MGI ALLMARK BUSINESS SOLUTIONS PTE. LTD.
Pandora,medium,entity_results,1.0,11,0,PANDORA JEWELRY SINGAPORE PTE. LTD. | PANDORA PACIFIC PTE. LTD. | PANDORA INTERNATIONAL COMMODITIES PTE. LTD.
EAS,medium,entity_results,1.0,11,0,EAS BEAUTY ART PTE. LTD. | EAS ANALYTIC SERVICES PTE. LTD. | EAS VENTURES PTE. LTD.
ExxonMobil,medium,entity_results,1.0,11,0,EXXONMOBIL VENTURES HOLDING PRIVATE LIMITED | EXXONMOBIL ASIA HOLDINGS PTE. LTD. | EXXONMOBIL HAI PHONG ENERGY PTE. LTD.
Eltek,medium,entity_results,1.0,11,0,ELEC & ELTEK THAI (SINGAPORE) PTE. LTD. | ELEC & ELTEK INTERNATIONAL COMPANY LIMITED. | ELEC & ELTEK NANJING (SINGAPORE) PTE. LTD.
Davidson,medium,entity_results,1.0,10,0,DAVIDSON SINGAPORE PTE. LTD. | DAVIDSON INTERNATIONAL HOLDING PTE. LTD. | DAVIDSON TRANSPORT PTE. LTD.
Ensign,medium,entity_results,1.0,10,0,ENSIGN ASIA PTE. LTD. | ENSIGN INFOSECURITY (ASIA PACIFIC) PTE. LTD. | ENSIGN INFOSECURITY (SINGAPORE) PTE. LTD.
Danone,medium,entity_results,1.0,10,0,DANONE DAIRY INVESTMENTS INDONESIA PTE. LTD. | DANONE ASIA HOLDINGS PTE. LTD. | DANONE WATERS CHINA HOLDING PTE. LTD.
Kayak,medium,entity_results,1.0,10,0,KAYAK INVESTMENTS HOLDING PTE. LTD. | KAYAK ANALYTICS PTE. LTD. | KAYAK FISHING FEVER PTE. LTD.
Vistra,medium,entity_results,1.0,10,0,VISTRA CORPORATE TRUST (SINGAPORE) LTD. | VISTRA TRADE PTE. LTD. | VISTRA LOGISTICS AND MOVERS PTE. LTD.
JERA,medium,entity_results,1.0,10,0,JERA ENERGY ASIA PTE. LTD. | JERA MEDICAL PTE. LTD. | JERA INDIA HOLDINGS PTE. LTD.
Bourbon,medium,entity_results,1.0,10,0,BOURBON SOURCING AND TRADING PTE. LTD. | BOURBON LEASES ASIA PTE. LTD. | BOURBON OFFSHORE ASIA PTE. LTD.
Harris,medium,entity_results,1.0,10,0,HARRIS PYE SINGAPORE PTE LTD | HARRIS DEVELOPMENT (S) PTE. LTD. | CITYSTAR HARRIS HOTELS ASIA PTE. LTD.
SEW,medium,entity_results,1.0,10,0,SEW INTO IT LLP | SO SEW EASY PTE. LTD. | SEW TRIDENT GLOBAL PTE. LTD.
BIS,medium,entity_results,1.0,9,0,BIS AUTOMOBILES PTE. LTD. | BIS MOTORING INVESTMENTS PTE. LTD. | BIS INTERNATIONAL PTE. LTD.
Dentsu,medium,entity_results,2.0,9,0,DENTSU SOKEN SINGAPORE PTE. LTD. | DENTSU ASIA PTE LTD | DENTSU ASIA PACIFIC PTE. LTD.
Fosun,medium,entity_results,2.0,9,0,FOSUN HIVE GLOBAL PTE. LTD. | FOSUN HIVE CAPITAL MANAGEMENT (SINGAPORE) PRIVATE LIMITED | FOSUN TREASURY MANAGEMENT (SINGAPORE) PTE. LTD.
Vend,medium,entity_results,1.0,9,0,STOP N' VEND LLP | VEND GLOBAL PTE. LTD. | VEND SOLUTION Limited Liability Partnership
AFP,medium,entity_results,1.0,9,0,AFP HILLVIEW PTE LTD | AFP INTERNATIONAL PTE. LTD. | AFP INTERNATIONAL CAPITAL PTE. LTD.
Toho,medium,entity_results,1.0,9,0,TOHO GAS SINGAPORE PTE. LTD. | TOHO ADVISORY PTE. LTD. | TOHO INTERNATIONAL (SINGAPORE) PTE. LTD.
SKC,medium,entity_results,1.0,9,0,SKC ASIA HSE SAMPLING TECHNOLOGIES PTE. LTD. | SKC INVESTMENT (SINGAPORE) PTE. LTD. | SKC EDUPLUS HOLDINGS PTE. LTD.
Telenor,medium,entity_results,2.0,9,0,TELENOR THAILAND INVESTMENTS PTE. LTD. | TELENOR PROCUREMENT COMPANY PTE. LTD. | TELENOR ASIA PTE LTD
CHT,medium,entity_results,1.0,9,0,CHT DISTRIBUTION APAC PTE. LTD. | CHT TRADING PTE. LTD. | CHT INFINITY SINGAPORE PTE. LTD.
Freyr,medium,entity_results,1.0,9,0,FREYR CAPITAL PTE. LTD. | FREYR AVIATION PTE. LTD. | FREYR MARINE PRIVATE LIMITED
DKSH,medium,entity_results,1.0,9,0,DKSH HOLDING (S) PTE. LTD. | DKSH CONSUMER GOODS HOLDING (S) PTE. LTD. | DKSH PM MANAGEMENT PTE. LTD.
AMD,medium,entity_results,1.0,9,0,AMD SERVICES PTE. LTD. | AMD ELECTRICAL PTE. LTD. | SINGAPORE AMD ELECTRONIC MATERIAL PTE. LTD.
Koyo,medium,entity_results,1.0,9,0,KOYO INTERNATIONAL LIMITED | KOYO SINGAPORE (PTE) LTD | KOYO CORPORATION PTE LTD
OCBC,medium,entity_results,1.0,9,0,OCBC OVERSEAS INVESTMENTS PTE. LTD. | OCBC SQUARE PRIVATE LIMITED | OCBC PROPERTY SERVICES PRIVATE LIMITED
Adani,medium,entity_results,1.0,9,0,ADANI TOTAL LNG SINGAPORE PTE. LTD. | ADANI GREEN ENERGY PTE. LTD. | ADANI RAIL PTE. LTD.
Haitian,medium,entity_results,1.0,9,0,HAITIAN LASER MACHINERY (SINGAPORE) PTE. LTD. | HAITIAN HUAYUAN (SINGAPORE) PTE. LTD. | HAITIAN SMART SOLUTIONS (SINGAPORE) PTE. LTD.
Bridgestone,medium,entity_results,1.0,9,0,BRIDGESTONE SINGAPORE PTE LTD | BRIDGESTONE TYRE SALES SINGAPORE PTE LTD | BRIDGESTONE TREASURY SINGAPORE PTE. LTD.
IMI,medium,entity_results,1.0,9,0,IMI FABI ASIA PTE. LTD. | IMI VENTURES SINGAPORE PTE. LTD. | IMI CRITICAL ENGINEERING (APAC) PTE. LTD.
Habyt,medium,entity_results,2.0,9,0,HABYT CANTONMENT PTE. LTD. | HABYT SINGAPORE ONE PTE. LTD. | HABYT COMMUNE SINGAPORE 1 PTE. LTD.
Flextronics,medium,entity_results,3.0,9,0,FLEXTRONICS MECHANICALS SINGAPORE PTE. LTD. | FLEXTRONICS INTERNATIONAL (SINGAPORE GROUP) PTE. LTD. | FLEXTRONICS INVESTMENT HOLDING (SINGAPORE) PTE. LTD.
Omers,medium,entity_results,1.0,8,0,OMERS FARMOOR SINGAPORE PTE. LTD. | OMERS INFRASTRUCTURE ASIA HOLDINGS PTE. LTD. | OMERS ASIA HOLDINGS PTE. LTD.
Fujifilm,medium,entity_results,1.0,8,0,FUJIFILM HEALTHCARE ASIA PACIFIC PTE. LTD. | FUJIFILM ELECTRONIC MATERIALS (SINGAPORE) PTE. LTD. | FUJIFILM MICROCHANNEL SINGAPORE PTE. LTD.
Rakuten,medium,entity_results,1.0,8,0,RAKUTEN STAY FUND MANAGEMENT PTE. LTD. | RAKUTEN SYMPHONY SINGAPORE PTE. LTD. | RAKUTEN TRAVEL XCHANGE PTE. LTD.
Emerson,medium,entity_results,1.0,8,0,EMERSON ELECTRONICS PTE. LTD. | NEW EMERSON HOLDINGS PTE. LTD. | EMERSON AUTOMATION SOLUTIONS INTELLIGENT PLATFORMS ASIA PACIFIC PTE. LTD.
Morningstar,medium,entity_results,1.0,8,0,MORNINGSTAR ADVISORY PTE. LTD. | MORNINGSTAR RESEARCH PTE. LIMITED | MORNINGSTAR MANAGEMENT CONSULTING PTE. LTD.
Motive,medium,entity_results,1.0,8,0,SUPER MOTIVE TECHNOLOGY PTE. LTD. | MAX MOTIVE PTE. LTD. | MOTIVE APAC PTE. LTD.
AGV,medium,entity_results,1.0,8,0,AGV GALVANIZING (SINGAPORE) PTE. LTD. | AGV MANPOWER PTE. LTD. | ROBEST AGV SINGAPORE PTE. LTD.
Sinochem,medium,entity_results,1.0,8,0,SINOCHEM INVESTMENT (SINGAPORE) PTE LTD | SINOCHEM INTERNATIONAL OIL (SINGAPORE) PTE LTD | SINOCHEM PETROCHEMICAL INTERNATIONAL TRADING PTE. LTD.
Maybank,medium,entity_results,1.0,8,0,MAYBANK SECURITIES NOMINEES PTE. LTD. | MAYBANK PROPERTIES PTE. LTD. | MAYBANK RESEARCH PTE. LTD.
Licht,medium,entity_results,1.0,8,0,LICHT FAR EAST (SINGAPORE) PTE LTD | BESSER LICHT (S) PTE LTD | LICHT & MACHT TECH PTE. LTD.
HTC,medium,entity_results,1.0,8,0,HTC TRAVEL PTE. LTD. | HTC ENGINEERING WORKS PTE. LTD. | HTC REALTY PTE. LTD.
Harmonic,medium,entity_results,1.0,8,0,HARMONIC PM PTE. LTD. | HARMONIC FOOD PTE. LTD. | HARMONIC SINGAPORE PTE. LTD.
BayWa,medium,entity_results,2.0,8,0,BAYWA R.E. SOLAR PTE. LTD. | BAYWA R.E. SOLAR HOLDINGS SINGAPORE PTE. LTD. | BAYWA R.E. WIND PTE. LTD.
Swire,medium,entity_results,1.0,8,0,JOHN SWIRE & SONS (S. E. ASIA) PTE. LIMITED | SWIRE BULK HOLDINGS PTE. LTD. | SWIRE PACIFIC PTE. LTD.
Tencent,medium,entity_results,1.0,8,0,TENCENT CLOUD INTERNATIONAL PTE. LTD. | TENCENT COMPLIANCE CONSULTING PTE. LTD. | TENCENT INTERNATIONAL SERVICE PTE. LTD.
Gradiant,medium,entity_results,1.0,8,0,GRADIANT WATER SG ASSETS PTE. LTD. | GRADIANT INTERNATIONAL OVERSEAS PTE. LTD. | GRADIANT HONG KONG HOLDINGS LLP
IDG,medium,entity_results,1.0,7,0,IDG SECURITY PTE LTD | IDG ACUMEN PTE. LTD. | IDG CAPITAL VIETNAM PTE. LTD.
Nidec,medium,entity_results,2.0,7,0,NIDEC COMPONENTS (SINGAPORE) PTE. LTD. | NIDEC SINGAPORE PTE LTD | NIDEC SV PROBE PTE. LTD.
Aviva,medium,entity_results,2.0,7,0,AVIVA D SPORTS LLP | AVIVA INTERIORS PTE. LTD. | AVIVA INVESTMENT PTE. LTD.
Furama,medium,entity_results,1.0,7,0,FURAMA HOTELS AND RESORTS INTERNATIONAL MANAGEMENT PTE. LTD. | FURAMA URBAN PLANNING PTE. LTD. | FURAMA HOTEL SINGAPORE PTE LTD
Marex,medium,entity_results,1.0,7,0,MAREX ROW HOLDINGS PTE. LTD. | MAREX INTERNATIONAL PTE. LIMITED | MAREX TRADING (S) PTE LTD
Sindicatum,medium,entity_results,1.0,7,0,SINDICATUM BAGASSE INDIA PTE. LIMITED | SINDICATUM LFG COMPANY PTE. LIMITED | SINDICATUM SUSTAINABLE RESOURCES PTE. LIMITED
SANY,medium,entity_results,1.0,7,0,SANY INTERNATIONAL (SINGAPORE) INDUSTRIAL CO PTE. LTD. | SANY ENGINEERING PTE. LTD. | SANY SHIPPING PTE LTD
OCP,medium,entity_results,1.0,7,0,OCP ASIA (SINGAPORE) PTE. LIMITED | OCP ASIA FUND V (SF 1) PTE. LIMITED | OCP ASIA OPPORTUNITIES (SF 1) PTE. LIMITED
Sina,medium,entity_results,1.0,7,0,SIN-A DEVELOPMENT PTE. LTD. | SINA LAND HOLDINGS PTE. LTD. | SINA TECHNOLOGY CULTURE MEDIA PTE. LTD.
BSH,medium,entity_results,1.0,7,0,BSH ACCOUNTING SVS PTE. LTD. | BSH (SINGAPORE) SHIP MANAGEMENT PTE. LTD. | BSH MATERIAL PTE. LTD.
CLP,medium,entity_results,1.0,7,0,CLP FOOD HOLDINGS PTE. LTD. | CLP 2026 PTE. LTD. | CLP HOLDINGS PTE LTD
Lintec,medium,entity_results,1.0,7,0,LINTEC ADVANCED TECHNOLOGIES (SINGAPORE) PTE. LTD. | LINTEC SINGAPORE PRIVATE LIMITED | LINTEC & LINNHOFF INTERNATIONAL PTE. LTD.
Midea,medium,entity_results,2.0,7,0,MIDEA IMAGING SINGAPORE PTE. LTD. | MIDEA AIR-CONDITIONING EQUIPMENT PTE. LTD. | BCLF MIDEA COMPANY PTE. LTD.
Saison,medium,entity_results,2.0,7,0,SAISON CAPITAL PTE. LTD. | SAISON OMNI SINGAPORE PTE. LTD. | SAISON INVESTMENT MANAGEMENT PRIVATE LIMITED
Havas,medium,entity_results,1.0,7,0,HAVAS HOLDING INDONESIA PTE. LTD. | HAVAS SINGAPORE PTE. LTD. | BLKJ HAVAS PTE. LTD.
Brady,medium,entity_results,1.0,7,0,BRADY SERVICES PTE. LTD. | BRADY BUILDERS PTE. LTD. | BRADY ASIA PACIFIC PTE. LTD.
DSC,medium,entity_results,1.0,7,0,DSC FAR EAST (SINGAPORE) PTE. LTD. | DSC XIAMEN ENTERPRISE PTE. LTD. | DSC MOTOR LLP
ACEN,medium,entity_results,1.0,7,0,ACEN VIETNAM INVESTMENTS 2 PTE. LTD. | ACEN AUSTRALIA PTE. LTD. | IBV ACEN RENEWABLES ASIA PTE. LTD.
Airwallex,medium,entity_results,1.0,7,0,AIRWALLEX FINANCING HOLDING (SINGAPORE) PTE. LTD. | AIRWALLEX (SINGAPORE) PTE. LTD. | AIRWALLEX DIGITAL HOLDING (SINGAPORE) PTE. LTD.
Veolia,medium,entity_results,1.0,7,0,VEOLIA WATER TECHNOLOGIES (SEA) PTE. LTD. | VEOLIA WATER TECHNOLOGIES & SOLUTIONS SINGAPORE PTE. LTD. | VEOLIA ENERGY ASIA PTE. LTD.
Amcor,medium,entity_results,1.0,7,0,AMCOR SINGAPORE PRIVATE LTD. | AMCOR VENTURES SG PTE. LTD. | AMCOR INSURANCES PTE. LTD.
PTT,medium,entity_results,1.0,7,0,GLOBAL PTT (S) PTE. LTD. | PTT TRADING SERVICE (S) PTE. LTD. | PTT GLOBAL PTE. LTD.
Navig8,medium,entity_results,1.0,7,0,NAVIG8 UNIVERSE CORPORATION PTE. LTD. | NAVIG8 ASSET HOLDINGS PTE. LTD. | NAVIG8 CHEMICALS ASIA PTE. LTD.
Yale,medium,entity_results,1.0,7,0,YALE EDUCATION EIGHT PTE. LTD. | YALE EDUCATION NINE PTE. LTD. | YALE SWIMMING SINGAPORE PTE. LTD.
Fugro,medium,entity_results,1.0,7,0,FUGRO SINGAPORE LAND PTE. LTD. | FUGRO SATELLITE POSITIONING PTE. LTD. | FUGRO SINGAPORE MARINE PTE. LTD.
CSPC,medium,entity_results,1.0,7,0,ASIA CSPC BIOLOGICS PTE. LTD. | CSPC INTERNATIONAL PHARMA PTE. LTD. | CSPC (GROUP) PTE. LTD.
Petredec,medium,entity_results,1.0,7,0,PETREDEC GLOBAL SHIPPING PTE. LTD. | PETREDEC INTERNATIONAL PTE. LTD. | PETREDEC PTE. LIMITED
COFCO,medium,entity_results,1.0,7,0,COFCO AGRI COMMODITIES  PTE. LTD. | COFCO INTERNATIONAL FREIGHT (S) PTE. LTD. | COFCO HOLDINGS PTE. LTD.
Koch,medium,entity_results,1.0,6,0,KOCH SHIPPING PTE. LTD. | KOCH REFINING INTERNATIONAL PTE. LTD. | KOCH ICHIBAN PTE LTD
AXA,medium,entity_results,1.0,6,0,AXA LIFE AND HEALTH REINSURANCE SOLUTIONS PTE. LTD. | SINGAPORE NEW AXA INDUSTRIAL PTE. LTD. | AXA INVESTMENT MANAGERS ASIA (SINGAPORE) LTD.
BlueScope,medium,entity_results,1.0,6,0,BLUESCOPE STEEL AND ALLOYS TRADING PTE. LTD. | BLUESCOPE PRIVATE LTD. | NS BLUESCOPE HOLDINGS THAILAND PTE. LTD.
Houston,medium,entity_results,1.0,6,0,MTM HOUSTON PTE. LTD. | POINT HOUSTON PTE. LTD. | HOUSTON CONSTRUCTION PTE. LTD.
